,Charge Code,Description,Default CPT/HCPCS Code,2023 Primary Price
362,45119,"PROCTECTOMY,A-P PULLTHRU W/RESERVOIR",45119,21512.0
363,69725,"RELEASE FACIAL NERVE,MED TO GANGLION",69725,21505.0
364,33676,"CLOSE MULTIPLE VSD, WITH RESECTION",33676,21498.0
365,33506,REANOMAL COR ART PA ORIGIN TRANSLOCATION,33506,21495.0
366,61333,EXPLORE/REMOVE ORBIT LESION,61333,21453.0
367,27134,REVISE TOTAL HIP REPLACEMENT,27134,21420.0
368,51580,"REMV BLADDER,REVISE TRACT",51580,21405.0
369,35820,"EXPLOR POSTOP BLEED,INFEC,CLOT-CHST",35820,21389.0
370,22865,"REMOVE TOTAL DISC ARTHROPLASTY, LUMBAR, SINGLE",22865,21379.0
371,61458,CRANIECT EXPL/DECOM CRANIAL NER,61458,21339.0
372,35537,"VEIN BYPASS GRAFT,AORTOILIOFEMORAL",35537,21326.0
373,61305,OPEN SKULL INFRATENT EXPLORE,61305,21298.0
374,33030,REMOV HEART SAC NO CP BYPASS,33030,21291.0
375,33615,RE(SIMPLE FONTAN),33615,21284.0
376,33612,REDOUB VENT W RRV OUTFLOW,33612,21274.0
377,31755,"REVISN TRACHEA,TRACHPHARYN FIST",31755,21265.0
378,45113,"PROCTECTOMY,PART,ILEAL RESERV",45113,21256.0
379,31225,REMV UPPER JAW-MAXILLECTOMY,31225,21249.0
380,43620,"REMOVAL STOMACH,TOTAL",43620,21202.0
381,43845,GASTROPLASTY DUODENAL SWITCH,43845,21160.0
382,33730,REANOMAL VEN RETURN,33730,21158.0
383,61313,"OPEN SKULL EVAC HEMATOMA, SUPRATENTORIAL, INTRACER",61313,21120.0
384,27228,OPEN INTERN FIX COMPLEX ACETABUL FX,27228,21106.0
385,44147,"PART REMOVAL COLON,ABD/TRANSANAL APP",44147,21076.0
386,63282,"BX/EXCIS SPIN TUM,INDUR,XMED,LUMB",63282,21060.0
387,61571,EXCIS BRAIN FB+RX PENET WOUND,61571,20980.0
388,58548,"LAP, RADICAL HYST W/ TUBE&OV, NODE BX",58548,20971.0
389,58575,Pr Laps Tot Hyst Resj Mal,58575,20948.0
390,61563,EXCIS INTRA/EXTRA BENIGN BONE TUMOR,61563,20920.0
391,22548,ARTHRODESIS TRANS/EXTRA ORAL C1-C2 W/WO ODONTOID E,22548,20906.0
392,33859,Pr As-aort Grf F/ds Oth/thn Dsj,33859,20900.0
393,43848,"REVISION GASTROPLASTY,OBESITY, NON-GAST RESTRICT D",43848,20892.0
394,33670,RECOMPL AV CANAL DEFECT,33670,20867.0
395,33675,CLOSE MULTIPLE VSD,33675,20817.0
396,62117,REDUCTN CRANIOMEG W RECONSTRUC,62117,20815.0
397,63085,"REMV VERT BODY,THOR,ONE SGMT",63085,20806.0
398,21151,"RECONST FACE,LEFORT II+GRAFT",21151,20795.0
399,43633,"REMV STOMACH,PART,DISTAL,ROUX-EN-Y",43633,20755.0
400,33611,REDOUB VENT W IV TUNNEL,33611,20727.0
401,33694,RETET FALLOT X-ANNULAR PTCH,33694,20727.0
402,33692,RETET FALLOT WO PULM ARTRES,33692,20721.0
403,33256,"ABLATE/ RECONSTUCT ATRIA, EXTENS, W/ BYPASS",33256,20711.0
404,35633,"BYPASS GRAFT OTHR,ILIO-MESENTERIC",35633,20711.0
405,33776,"REXPOSTN GRT VES,CLOS VSD",33776,20696.0
406,45136,"EXCIS,ILEOANAL RESERVOIR W/ILEOSTOMY",45136,20671.0
407,44150,REMOVAL COLON/ILEOSTOMY,44150,20636.0
408,57112,VAGINECTOMY COMPLETE W/NODES,57112,20622.0
409,33510,"CABG, VEIN, SINGLE",33510,20613.0
410,33390,VALVULOPLASTY AORTIC VALVE OPEN CARD BYP SIMPLE,33390,20586.0
411,45112,"PROCTECTOMY,AP RESEC,PULL-THRU",45112,20584.0
412,51575,REMV BLADDER/NODES,51575,20565.0
413,48146,"PANCREATECTOMY,DISTAL+PRESERV DUOD",48146,20558.0
414,33982,"REPLACE VENT ASST DEV, IMPLANT INTRACORP, SINGLE V",33982,20543.0
415,20827,"REPLANTATION THUMB DISTAL,COMPLETE",20827,20496.0
416,33979,"INSERT VENT ASST DEV,IMPLANT,SINGLE VENT",33979,20468.0
417,45110,"PROCTECTOMY,AP RESECT+OSTOMY",45110,20439.0
418,33366,TRANSCATHETER TRANSAPICAL REPLACEMT AORTIC VALVE,33366,20398.0
419,15841,"GRAFT FACE N PALSY,FREE MUSCLE",15841,20396.0
420,47360,REBLEED LIVER/COMPLX SUTURE WND,47360,20389.0
421,48000,PLACE DRAIN ABD FOR PANCREATITIS,48000,20373.0
422,50830,URINARY UN-DIVERSION,50830,20339.0
423,33665,REINTERMED AV CANAL DEFECT,33665,20335.0
424,19367,PR BREAST REC W 1 PEDCL TRAM FLAP,19367,20325.0
425,33315,EXPLOR HEART SURG WND W CP BYPASS,33315,20309.0
426,61514,EXCIS SUPRATENT BRAIN ABSCESS,61514,20309.0
427,61450,CRANIECTOMY DECOM SENS GASSERIAN,61450,20305.0
428,58210,RADICAL ABD HYSTEREC+PELV NODES,58210,20302.0
429,63272,"EXCIS INTRASP LESN,INTRADUR,LUMB",63272,20252.0
430,22808,ARTHRODESIS ANTERIOR SPINAL DEFORMITY 2-3 SEGMENTS,22808,20248.0
431,27059,RAD RESECTION TUMOR SOFT TISS PELVIS&HIP 5 CM/>,27059,20244.0
432,22633,ARTHRODESIS COMBINED TQ 1NTRSPC LUMBAR,22633,20210.0
433,63283,"BX/EXCIS SPIN TUM,INDUR,XMED,SACR",63283,20197.0
434,61544,EXCIS/COAG CHOROID PLEXUS,61544,20174.0
435,61320,OPEN SKULL DRAIN SUPRATENT ABSC,61320,20146.0
436,33777,"REXPOSTN GRT VES,RSUBPUL OBST",33777,20143.0
437,21147,"RECONST FACE,LEFORT I,3+PIECES+GRFT",21147,20142.0
438,34831,"AAA+TRAUMA REPR, AORTO-BI-ILIAC PROS",34831,20118.0
439,33335,INSERT AO/GRT VESS GRFT CP BYPASS,33335,20108.0
440,69950,"VESTIBULAR NERV SECTN,TRANSCRANIAL",69950,20102.0
441,62162,"NEUROENDOSCOP,W/FENESTRAT/EXCIS COLLOID",62162,20088.0
442,33684,REVSD W PULM VALVOTOMY,33684,20075.0
443,24371,REVIS ELBOW ARTHRPLSTY HUMERAL&ULNA COMPNT,24371,20073.0
444,43645,LAP GASTR BYPASS INCL SMLL INT RECON,43645,20053.0
445,61558,EXTENSIVE CRANIECTOMY SYNOSTOSIS,61558,20036.0
446,44141,PART REMOVAL COLON W COLOSTOMY,44141,20034.0
447,20822,"REPLANTATION DIGIT DISTAL, COMPLT",20822,20008.0
448,35531,"VEIN BYPASS GRAFT,AORTO-MESEN",35531,19982.0
449,27645,"RAD RESEC TUMOR,TIBIA",27645,19979.0
450,23210,RAD RESECT SCAPULA FOR TUMOR,23210,19970.0
451,33688,REVSD W REMOV PULM ART BAND,33688,19962.0
452,33533,"CABG, ARTERIAL, SINGLE",33533,19940.0
453,22857,"TOTAL DISC ARTHROPLASTY, LUMBAR, SINGLE",22857,19921.0
454,48155,"REMOVAL OF PANCREAS, TOTAL",48155,19898.0
455,55815,"REMV PROSTATE,PERINEAL,RAD,TOT NODES",55815,19889.0
456,44207,"LAP,SURG,COLECTOMY,W/ANAST",44207,19888.0
457,21433,"OPEN TX LEFORTE III,COMPLICATED",21433,19851.0
458,61516,EXCIS SUPRATENT BRAIN CYST,61516,19840.0
459,61570,REMOVE BRAIN FOREIGN BODY,61570,19830.0
460,35907,"EXCISION, INFEC GRAFT, ABDOMEN",35907,19827.0
461,33775,"REXPOSTN GRT VES,REMVL PULM BAND",33775,19812.0
462,63273,"EXCIS INTRASP LESN,INTRADUR,SACRAL",63273,19806.0
463,27487,"REVISE KNEE JOINT REPLACE,ALL PARTS",27487,19766.0
464,44210,"LAP,SURG,COLECTOMY,TOTAL,W/O PROCTECTOMY",44210,19742.0
465,33266,"ENDO ABLATE/ RECONSTUCT ATRIA, EXTENS, W/O BYPASS",33266,19736.0
466,63300,"REMV VERT,EXDUR,CERV TUMOR",63300,19722.0
467,23474,REVIS SHOULDER ARTHRPLSTY HUMERAL&GLENOID COMPNT,23474,19686.0
468,22210,"OSTEOTOMY CERV SP,POST,1 LVL",22210,19685.0
469,33681,REVSD,33681,19675.0
470,45114,"PROCTECTOMY,PARTIAL,ANASTOMISIS",45114,19636.0
471,22532,ARTHRODESIS LATERAL EXTRACAVITARY THORACIC,22532,19622.0
472,35102,"REANEURYSM/GRFT INS,ABD AORT W/ILIAC",35102,19604.0
473,21603,Pr Excision Ch Wal Tum W/rib W/medstnl Lymphadec,21603,19569.0
474,35535,"VEIN BYPASS GRAFT,HEPATORENAL",35535,19539.0
475,21243,ARTHROPLASTY TMJ+PROSTHESIS,21243,19532.0
476,43847,"GASTRIC BYPASS,OBESITY,W/SM BOWEL RECONS",43847,19524.0
477,34708,EVASC RPR DPLMNT ILIO-ILIAC NDGFT RPT,34708,19493.0
478,69530,"MASTOIDECTOMY,RAD,PETR APICECTOMY",69530,19490.0
479,58958,RESECT RECURRENT GYN MALIG W/ NODES,58958,19466.0
480,61314,"OPEN SKULL EVAC HEMATOMA, INFRATENTORIAL, SUB/ EXT",61314,19439.0
481,21180,RECONST ENTIRE FOREHEAD+AUTOGRFT,21180,19430.0
482,34702,EVASC RPR DPLMNT AORTO-AORTIC NDGFT RPT,34702,19423.0
483,33853,REHYPOPLASTIC ARCH W CP BYPASS,33853,19421.0
484,22319,"ODONTOID,FX,GRAFTING,OPEN",22319,19410.0
485,35122,"REART RUPTURE,VISCERAL",35122,19408.0
486,21188,RECONST MIDFACE,21188,19400.0
487,63706,"REMYELOMENIGOCELE,5+ CM DIA",63706,19400.0
488,31554,LARYNGOPLASTY LARYNGEAL STEN W/STENT 12 YRS >,31554,19394.0
489,33418,TCAT MITRAL VALVE REPAIR INITIAL PROSTHESIS,33418,19388.0
490,48547,"DUOD EXCLUS W/GASTROJEJUN,PANCREATIC INJ",48547,19379.0
491,34832,"AAA+TRAUMA REPR, AORTO-BIFEM PROS",34832,19343.0
492,67420,"LAT EXPLOR EYE SOCK,REMV LESN",67420,19323.0
493,35631,"BYPASS GRAFT OTHR,AORTO-MESENTER",35631,19305.0
494,44144,PART REMOVAL COLON W OSTOMY/MUCOFIST,44144,19299.0
495,63275,"BX/EXCIS SPINAL TUMOR,XDURAL,CERV",63275,19277.0
496,33774,"REXPOSTN GRT VES, ART BAFFLE",33774,19274.0
497,57111,REMOVE VAGINA TISSUE/COMPLETE,57111,19272.0
498,33920,"REPAIR PULM ART ATRESIA,CONDUIT",33920,19271.0
499,33608,REPAIR ANOMALY W/CONDUIT,33608,19260.0
500,57109,VAGINECTOMY PARTIAL W/NODES,57109,19259.0
501,33647,REASD & VSD,33647,19237.0
502,21267,"REPOSITN ORBITS,EXTRACRAN",21267,19194.0
503,27156,"OSTEOTOMY HIP/FEMUR,OPEN REDN HIP",27156,19179.0
504,32503,RESECT APICAL LUNG TUMOR,32503,19167.0
505,63064,COSTOVERT DECOMPRESS THORACIC CORD,63064,19164.0
506,49205,EXCISION/DESTRUCTION OPEN ABDOMINAL TUMORS >10.0 C,49205,19159.0
507,63276,"BX/EXCIS SPINAL TUMOR,XDURAL,THOR",63276,19158.0
508,44206,"LAP,SURG,COLECTOMY,W/END COLOST & CLOSUR",44206,19139.0
509,35182,"RECONG AV FIST,CHEST/ABD",35182,19123.0
510,21146,"RECONST FACE,LEFORT I,2 PIECES+GRFT",21146,19116.0
511,63081,"REMV VERT BODY,CERV,ONE SGMT",63081,19101.0
512,61330,"DECOMPRESS ORBIT,TRANSCRANIAL",61330,19068.0
513,69155,RAD EXCIS EXT CANAL LESN+NECK DISSEC,69155,19034.0
514,33606,ANAST PULM ARTERY TO AORTA,33606,19010.0
515,33610,"REPAIR BY SURG ENLARGEMENT,VSD",33610,19000.0
516,21150,"RECONST FACE,LEFORT II",21150,18951.0
517,31766,CARINAL RECONSTRUCTION,31766,18926.0
518,29868,"KNEE SCOPE, MENISC TRANSPLANT",29868,18897.0
519,33365,REPLACE AORTIC VALVE OPEN TRANSAORTIC APPROACH,33365,18876.0
520,27132,CONV PREV HIP SURG TO TOT HIP ARTHROPLAS,27132,18850.0
521,32671,THORACOSCOPY W/PNEUMONECTOMY,32671,18837.0
522,33980,"REMOVE VENT ASST DEV,IMPLANT,SINGLE VENT",33980,18822.0
523,45121,"PROCTECTOMY,COMPL,COLECTOMY,BX'S",45121,18818.0
524,33880,ENDOVASC TAA REINCL SUBCL,33880,18816.0
525,47701,BILE DUCT REVISION,47701,18781.0
526,43644,LAP GASTRIC BYPASS/ROUX-EN-Y,43644,18777.0
527,33404,PREPARE HEART-AORTA CONDUIT,33404,18774.0
528,21247,RECONSTR MANDIB CONDYLE,21247,18757.0
529,57531,"REMOVAL OF CERVIX, RADICAL",57531,18737.0
530,50825,"CONTINENT DIVERSION,W/BOWEL ANASTOMOSIS",50825,18719.0
531,22222,"OSTEOTOMY THOR SP,ANT,REMV DISK",22222,18713.0
532,26550,POLLICIZATION OF DIGIT,26550,18698.0
533,43282,"LAP, REPAIR PARAESOPHAGEAL HERNIA, INCL FUNDOPLAST",43282,18690.0
534,27227,OPEN INTERN FIX ACETABULAR FX,27227,18674.0
535,63051,"C-LAMINOPLASTY W/GRAFT/PLATE, 2 OR MORE",63051,18652.0
536,33660,REASD OSTIUM PREMUM,33660,18629.0
537,27286,FUSION HIP JOINT+SUBTROCH OSTEOTOMY,27286,18575.0
538,27412,AUTOCHONDROCYTE IMPLANT KNEE,27412,18575.0
539,51940,"CLOSURE,BLADDER EXSTROPHY",51940,18539.0
540,22551,"ARTHRODESIS ANT INTERBODY INC DISCECTOMY, CERVICAL",22551,18525.0
541,35091,"REANEURYSM/GRFT INS,ABD AORT W/VISCER",35091,18524.0
542,37619,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,37619,18521.0
543,35526,"VEIN BYPASS GRAFT,AORTOSUBCLAVIAN/AORTOINNOMINATE/",35526,18504.0
544,35632,"BYPASS GRAFT OTHR,ILIO-CELIAC",35632,18493.0
545,15946,EXC ISCH PRES ULC BONE MYOCUT FLAP,15946,18491.0
546,30450,"REVIS NOSE,SECONDARY,MAJOR",30450,18488.0
547,63266,"EXCIS INTRASP LESN,XDURAL,THORACIC",63266,18477.0
548,22533,ARTHRODESIS LATERAL EXTRACAVITARY LUMBAR,22533,18475.0
549,60254,THYROIDECTOMY W RAD NECK SURGERY,60254,18467.0
550,35251,"REBL VES VEIN GRFT,ABD",35251,18466.0
551,69605,MASTOID REVISN W APICECTOMY,69605,18465.0
552,43865,"REVISE GASTROJEJUN ANAST,W VAGOTOMY",43865,18451.0
553,69552,"REMV AURAL GLOMUS TUMOR,TRANSMASTOID",69552,18438.0
554,31553,LARYNGOPLASTY LARYNGEAL STEN W/STENT < 12 YRS,31553,18428.0
555,35638,"BYPASS GRAFT OTHR,AORTOBI-ILIAC",35638,18401.0
556,32540,EXTRAPLEURAL REMV EMPYEMA,32540,18400.0
557,30462,"REVIS NOSE/CLEFT LIP/TIP,SEPTUM",30462,18399.0
558,33645,REPR/CLOS SINUS VENOSUS,33645,18372.0
559,21145,"RECONST FACE,LEFORT I,1 PIECE+GRFT",21145,18344.0
560,69646,"TYMPANOPLAS/MASTOIDEC,RAD,REBLD OSSI",69646,18332.0
561,33600,CLOSURE OF AV VALVE,33600,18328.0
562,63173,DRAIN INTRAMEDULLARY->PERITONEAL,63173,18319.0
563,27290,HINDQUARTER AMPUTATION,27290,18309.0
564,22556,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY,THORACIC",22556,18277.0
565,23473,REVIS SHOULDER ARTHRPLSTY HUMERAL/GLENOID COMPNT,23473,18258.0
566,33507,REINTRAMURAL  COR ART TRANSLOC/ UNROOF,33507,18255.0
567,69320,"REBUILD EXT AUD CANAL,CONG ANOMALY",69320,18253.0
568,33925,REPAIR PUL ART UNIFOCAL ARBOR W/O CP BYPASS,33925,18247.0
569,58952,OOPH W/RADIC DISSECT FOR DEBULKING,58952,18220.0
570,55812,"REMV PROSTATE,PERINEAL,RAD,LTD NODES",55812,18193.0
571,44143,PART REMOVAL COLON W END COLOSTOMY,44143,18189.0
572,61556,"OPEN FLAP SYNOSTOSIS,FRONT/PARIET",61556,18177.0
573,44227,"LAP, SURG CLOSE ENTEROSTOMY RESECT ANAST",44227,18141.0
574,35634,"BYPASS GRAFT OTHR,ILIO-RENAL",35634,18140.0
575,45563,"EXPLOR/REPAIR RECTUM,INJ,COLOSTOMY",45563,18114.0
576,21602,Pr Excision Ch Wal Tum W/rib W/o Medstnl Lymphadec,21602,18114.0
577,35081,"REANEURYSM/GRFT INS,ABDOMINAL AORTA",35081,18102.0
578,34830,"AAA+TRAUMA REPR,OPEN,TUBE PROSTH",34830,18090.0
579,44145,PART REMOVAL COLON W COLOPROCTOSTOMY,44145,18081.0
580,48548,ANAST PANCREAS-JEJUNUM/SIDE-SIDE,48548,18035.0
581,61557,"OPEN FLAP SYNOSTOSIS,BIFRONTAL",61557,18013.0
582,27284,FUSION HIP JOINT,27284,18005.0
583,62115,REDUCTN CRANIOMEGALIC SKULL,62115,18004.0
584,27091,"REMOVAL OF HIP PROSTHESIS,COMPLEX",27091,17982.0
585,35646,"BYPASS GRAFT OTHR,AORTOBIFEMORAL",35646,17960.0
586,19361,PR BREAST RECONSTRUC W LAT DORSI FLAP,19361,17943.0
587,27151,OSTEOTOMY HIP/FEMUR,27151,17899.0
588,63265,"EXCIS INTRASP LESN,XDURAL,CERVICAL",63265,17892.0
589,65114,REMOVE ORBIT W MUSC FLAP,65114,17885.0
590,22220,"OSTEOTOMY CERV SP,ANT,REMV DISK",22220,17872.0
591,33496,"REPAIR,PROSTH VALV DYSFUNC W BYPASS",33496,17840.0
592,33417,AORTOPLAS FOR SUPRAVALV STEN,33417,17837.0
593,22856,"TOTAL DISC ARTHROPLASTY, CERVICAL, SINGLE",22856,17828.0
594,53452,PR TPRNL BALO CNTNC DEV UNI,53452,17812.0
595,33422,VALVOTOMY MITRAL OPEN W CP BYPASS,33422,17811.0
596,33602,CLOSURE OF SEMILUNAR VALVE,33602,17799.0
597,32652,THORACOSCOPY SURG TOT PULM DECORT,32652,17773.0
598,50547,"LAP,DONOR KIDNEY REMOV,LIVING",50547,17751.0
599,43860,"REVISE,GASTROJEJUN ANAST,W/O VAGOTOMY",43860,17749.0
600,22224,"OSTEOTOMY LUMB SP,ANT,REMV DISK",22224,17740.0
601,19357,PR BREAST RECONST W TISS EXP PLCMT,19357,17708.0
602,48145,"PART REMV PANC,DIST+ANAST PANC-JEJU",48145,17706.0
603,63197,LAM W/CORDOTOMY SCTJ SPINOTHALAMIC TRC 1STG THRC,63197,17687.0
604,43846,"GASTRIC BYPASS,OBESE<150CM ROUX-EN-Y",43846,17630.0
605,58957,RESECT RECURRENT GYN MALIG,58957,17627.0
606,62121,"REPAIR ENCEPHALOCELE,BASE",62121,17627.0
607,22318,"ODONTOID FX,W/O GRAFT,OPEN",22318,17616.0
608,69644,"TYMPANOPLAS/MASTOID,INTCT WALL,REBLD",69644,17591.0
609,44603,"SUTURE SM INTEST,MULTPL PERF",44603,17561.0
610,32906,"THORACOPLASTY,CLOSE BP FISTULA",32906,17561.0
611,63704,"REMYELOMENIGOCELE,<5 CM DIA",63704,17546.0
612,35121,"REANEUR/GRFT INS,HEP/CEL/REN/MESENTER",35121,17542.0
613,61304,OPEN SKULL SUPRATENT EXPLORE,61304,17517.0
614,24370,REVIS ELBOW ARTHRPLSTY HUMERAL/ULNA COMPNT,24370,17515.0
615,33620,APPLICATION RIGHT & LEFT PULMONARY ARTERY BANDS,33620,17505.0
616,63055,XPEDICUL DECOMPRESS THROACIC CORD,63055,17501.0
617,22612,ARTHRODESIS POSTERIOR/PSTLAT TQ 1NTRSPC LUMBAR,22612,17498.0
618,24150,RADICAL RESEC MID/DIST HUMERUS,24150,17497.0
619,27259,"OPEN RX SPONT HIP DISLOC,FEM SHORT",27259,17497.0
620,45116,"PROCTECTOMY,PART,ANAST,TRANSACRL",45116,17475.0
621,35585,"VEIN IN SITU BYPASS GRAFT,FEM-TIB",35585,17474.0
622,33255,"ABLATE/ RECONSTUCT ATRIA, EXTENS, W/O BYPASS",33255,17473.0
623,61534,EXCIS EPILEPTOGENIC FOCUS,61534,17473.0
624,69915,"INCISE VESTIBULAR NERVE,TRANSLABYR",69915,17472.0
625,33641,REASD W BYPASS,33641,17428.0
626,27364,RAD RESECTION TUMOR SOFT TIS THIGH/KNEE 5 CM/>,27364,17428.0
627,35560,"VEIN BYPASS GRAFT,AORTORENAL",35560,17425.0
628,35566,"VEIN BYPASS GRAFT,FEM-TIBIAL",35566,17417.0
629,49020,DRAIN ABD ABSCESS OPEN,49020,17385.0
630,44626,"CLOSE ENTEROSTOMY,RESEC+COLOREC ANAS",44626,17371.0
631,35536,"VEIN BYPASS GRAFT,SPLENORENAL",35536,17370.0
632,27646,"RAD RESEC TUMOR,FIBULA",27646,17369.0
633,21179,RECONST ENTIRE FOREHEAD+GRAFT,21179,17361.0
634,33251,ABLAT HRT DYSRHYTHM FOCUS W BYPASS,33251,17342.0
635,33732,RECOR TRIAT/SUPRAVALV MITR RING,33732,17338.0
636,69645,"TYMPANOPLAS/MASTOIDEC,RADICAL/COMPLE",69645,17304.0
637,45120,"PROCTECTOMY,COMPLT,PULL-THRU,ANAST",45120,17301.0
638,43880,CLOSURE GASTROCOLIC FISTULA,43880,17276.0
639,60605,EXCISE CAROTID BODY+CAROTID ARTERY,60605,17270.0
640,33261,ABLAT VENTR DYSRHYTHM FOCUS,33261,17264.0
641,61770,STEREO LOC W/BURR,61770,17257.0
642,26580,REPAIR CLEFT HAND DEFORMITY,26580,17246.0
643,35905,"EXCISION, INFEC GRAFT, THORAX",35905,17235.0
644,32320,DECORTICATE/REMV PARIETAL PLEURA,32320,17219.0
645,27138,REVISE FEM PART OFTOTAL HIP,27138,17181.0
646,22590,ARTHRODESIS POSTERIOR CRANIOCERVICAL,22590,17176.0
647,32220,"DECORTICATION,PULMONARY,TOTAL",32220,17175.0
648,47800,"RECONSTR EXTRAHEP DUCTS,PLASTIC",47800,17164.0
649,22630,ARTHRODESIS POSTERIOR INTERBODY LUMBAR,22630,17150.0
650,32670,THORACOSCOPY W/BILOBECTOMY,32670,17109.0
651,65112,REMOVE ORBIT/REMV BONE,65112,17096.0
652,54135,"REMOVAL PENIS,RAD+EXTENSV NODES",54135,17082.0
653,62100,"CRANIOTOMY,REPAIR,DURAL/CSF LEAK",62100,17082.0
654,50526,"REPAIR RENAL-ABD FISTULA,THORACIC",50526,17081.0
655,35281,"REBL VES GRAFT,ABDOMEN",35281,17071.0
656,92993,"ATRIAL SEPTOSTOMY,XVENOUS,BLADE",92993,17064.0
657,23200,RAD RESECT CLAVICLE FOR TUMOR,23200,17064.0
658,62180,VENTRICULO-CISTERNOSTOMY,62180,17060.0
659,35637,"BYPASS GRAFT OTHR,AORTOILIAC",35637,17042.0
660,48140,"PART REMV PANCREAS,DISTAL SUBTOTAL",48140,17002.0
661,61735,CREATE LESN SUBCORTICAL STEREO,61735,16989.0
662,63170,INCISE SPINAL CORD TRACT(S),63170,16979.0
663,32482,"REMOVAL OF LUNG,BILOBECTOMY",32482,16970.0
664,47711,"EXCIS BILE DUCT TUMOR,EXTRAHEPATIC",47711,16960.0
665,63278,"BX/EXCIS SPINAL TUMOR,XDURAL,SACR",63278,16955.0
666,21196,"RECONST MANDIBLE,SAG SPLIT+FIXATN",21196,16952.0
667,15734,"MUSCLE-SKIN FLAP,TRUNK",15734,16928.0
668,21143,"RECONST FACE,LEFORT I,3+ PIECES",21143,16920.0
669,44661,"REBOW-BLAD FIST,W/INTEST/BLAD RESECT",44661,16917.0
670,63182,"REVISE SP CORD LIG,CERV,>2 SGMT",63182,16897.0
671,43312,"REPAIR TRACHEOESOPHAGEAL FISTULA, THORACIC APPROAC",43312,16869.0
672,42890,PARTIAL REMOVAL OF PHARYNX,42890,16867.0
673,67445,"LAT EXPLOR EYE SOCK,DECOMPRESS",67445,16864.0
674,45825,CLOSE REC-URETHR FISTULA; COLOSTOMY,45825,16861.0
675,22558,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY,LUMBAR",22558,16861.0
676,50543,"LAP,PARTIAL NEPHRECTOMY",50543,16855.0
677,61548,"EXCIS PITUITARY,TRANSNASAL/SEPTAL",61548,16850.0
678,63277,"BX/EXCIS SPINAL TUMOR,XDURAL,LUMB",63277,16846.0
679,21080,PREP FACE/ORAL PROST FINL OBTURATOR,21080,16842.0
680,33478,RV OUTFLOW TRACT AUGMENTATN,33478,16835.0
681,21194,"RECONST MANDIBLE,C/L OSTEO+GRFT",21194,16835.0
682,35626,"BYPASS GRAFT OTHR,AORTOSUBCLAVIAN/AORTOINNOMINATE/",35626,16822.0
683,44204,"LAP,SURG,COLECTOMY, PARTIAL, W/ANAST",44204,16812.0
684,35112,"REART RUPTURE,SPLENIC",35112,16800.0
685,31552,LARYNGOPLASTY LARYNGEAL STEN W/O STENT 12 YRS >,31552,16782.0
686,32440,REMOVAL OF LUNG,32440,16776.0
687,35132,"REART RUPTURE,ILIAC",35132,16774.0
688,56640,"VULVA RESECT,RAD,TOTAL+TOTL NODES",56640,16762.0
689,92992,"ATRIAL SEPTOSTOMY,XVENOUS,BALLOON",92992,16754.0
690,45402,"LAP, SURG PROCTOPEXY W/SIG RESECT",45402,16741.0
691,56637,"VULVA RESECT,RAD,TOTAL,BILAT NODES",56637,16733.0
692,50320,"RMV,KIDNEY,DONOR,LIVING",50320,16721.0
693,35246,"REBL VES VEIN GRFT,CHEST",35246,16712.0
694,49204,EXCISION/DESTRUCTION OPEN ABDOMINAL TUMORS 5.1-10.,49204,16706.0
695,33500,REPAIR CORONARY FISTULA W BYPASS,33500,16702.0
696,33364,REPLACE AORTIC VALVE OPEN ILIAC ARTERY APPROACH,33364,16697.0
697,61760,"STEREO IMPLANT BRAIN ELECTRODES, SEIZURE MONITOR",61760,16696.0
698,69637,"TYMPANOPLAS/ANTROT,REBLD OSSIC+PROST",69637,16694.0
699,35363,THROMBOENDARTECTMY AORTOILIOFEM,35363,16686.0
700,22214,"OSTEOTOMY LUMB SP,POST,1 LVL",22214,16682.0
701,33976,"INSERT VENT ASST DEVICE,BIVENTRICULAR",33976,16677.0
702,47802,U TUBE HEPATICOENTEROSTOMY,47802,16674.0
703,43281,"LAP, REPAIR PARAESOPHAGEAL HERNIA, INCL FUNDOPLAST",43281,16658.0
704,62165,"NEUROENDOSCOP,EXC,PIT TUM,TRANSNAS/SPHEN",62165,16650.0
705,33140,"TMR,REVASCULARIZE HEART",33140,16641.0
706,22212,"OSTEOTOMY THOR SP,POST,1 LVL",22212,16636.0
707,25170,"RAD RESEC TUMOR, FOREARM",25170,16635.0
708,51570,"REMV BLADDER,TOTAL",51570,16634.0
709,22327,"OPEN POST TX THOR VERT FX,1 LVL",22327,16632.0
710,61860,"IMP ELECTRD,CRANIECTMY/CRANIOTMY",61860,16613.0
711,50236,"REMV KIDNEY/URETER,SEPAR INCIS",50236,16591.0
712,21195,"RECONST MANDIBLE,SAG SPLIT",21195,16582.0
713,35311,"THROMBOENDARTECTMY SUBCLAV,CHST INC",35311,16568.0
714,31551,LARYNGOPLASTY LARYNGEAL STEN W/O STENT < 12 YRS,31551,16561.0
715,21086,PREP FACE/ORAL PROST AURICULAR,21086,16548.0
716,21087,PREP FACE/ORAL PROST NASAL,21087,16548.0
717,33720,REVALSALVA ANEURYSM,33720,16547.0
718,27137,REVISE ACETABULAR PART OF TOTAL HIP,27137,16547.0
719,34502,"RECONSTRUCT, VENA CAVA",34502,16546.0
