,"CDM
Number",CODE DESCRIPTION,CPT CODE,REVENUE CDE,CHARGE
407,8500563,OT BIOFEEDBACK 15        ,90901GO     ,430,165.0
408,8505703,OT BIOFEEDBACK 30        ,90901GO     ,430,190.0
409,8505729,OT BIOFEEDBACK 45        ,90901GO     ,430,215.0
410,8505745,OT BIOFEEDBACK 60        ,90901GO     ,430,241.0
411,8502999,OT CONTRAST BATH EA 15   ,97034GO     ,430,124.0
412,8508095,OT DEBR SL SESSION 1ST 20,97597GO     ,430,370.0
413,8508178,OT DEBR SL SESSION ADD 20,97598GO     ,430,488.0
414,8512212,OT EVAL HIGH COMPLEX 60MN,97167GO     ,434,1013.0
415,8512170,OT EVAL LOW COMPLEX 30 MN,97165GO     ,434,563.0
416,8512196,OT EVAL MOD COMPLEX 45 MN,97166GO     ,434,1055.0
417,8503492,OT EXERCISE THR EA 15    ,97110GO     ,430,275.0
418,8503559,OT IONTOPHORESIS EA 15   ,97033GO     ,430,238.0
419,8505943,OT MC CONTRST BATH ADD 15,            ,430,114.0
420,8505927,OT MC CONTRST BATH INI 30,            ,430,228.0
421,8507204,OT MC DEBR WO ANES ADD 15,            ,430,160.0
422,8507188,OT MC DEBR WO ANES INI 30,            ,430,321.0
423,8505984,OT MC E-STIM ATTND ADD 15,            ,430,146.0
424,8505968,OT MC E-STIM ATTND INI 30,            ,430,291.0
425,8505901,OT MC EVALUATION ADD 15  ,            ,434,225.0
426,8505885,OT MC EVALUATION INI 30  ,            ,434,449.0
427,8506024,OT MC EXERCISE THR ADD 15,            ,430,178.0
428,8506008,OT MC EXERCISE THR INI 30,            ,430,357.0
429,8506149,OT MC FIT/TRN ORTH ADD 15,            ,430,164.0
430,8506123,OT MC FIT/TRN ORTH INI 30,            ,430,327.0
431,8507246,OT MC IONTOPHORES ADD 15 ,            ,430,126.0
432,8507220,OT MC IONTOPHORES INI 30 ,            ,430,249.0
433,8506065,OT MC MANUAL THR ADD 15  ,            ,430,202.0
434,8506040,OT MC MANUAL THR INI 30  ,            ,430,403.0
435,8507287,OT MC PARAFFIN THR ADD 15,            ,430,125.0
436,8507261,OT MC PARAFFIN THR INI 30,            ,430,249.0
437,8506180,OT MC SLF CARE/HME ADD 15,            ,430,154.0
438,8506164,OT MC SLF CARE/HME INI 30,            ,430,307.0
439,8506222,OT MC THR ACTIVITY ADD 15,            ,430,178.0
440,8506206,OT MC THR ACTIVITY INI 30,            ,430,357.0
441,8506107,OT MC TN ORT/PR SUB ADD15,            ,430,154.0
442,8506081,OT MC TN ORT/PR SUB INI30,            ,430,307.0
443,8506263,OT MC ULTRASOUND ADD 15  ,            ,430,140.0
444,8506248,OT MC ULTRASOUND INI 30  ,            ,430,281.0
445,8507329,OT MC VASOPN TX ADD 15   ,            ,430,125.0
446,8507303,OT MC VASOPN TX INI 30   ,            ,430,249.0
447,8507360,OT MC WHRLPL THR ADD 15  ,            ,430,144.0
448,8507345,OT MC WHRLPL THR INI 30  ,            ,430,287.0
449,8500779,OT MGT/TRN ORTHO INI EA15,97760GO     ,430,257.0
450,8501249,OT PARAFFIN BATH         ,97018GO     ,430,196.0
451,8512477,OT RE-EVAL EST CARE PL 30,97168GO     ,434,704.0
452,8503393,OT TEST PERF PHYSCL EA 15,97750GO     ,430,143.0
453,8503294,OT THERAPY MANUAL EA 15  ,97140GO     ,430,282.0
454,8503658,OT THR ACTIVITY EA 15    ,97530GO     ,430,259.0
455,8513335,OT TRN ORTH/PROS SUB EA15,97763GO     ,430,117.0
456,8503328,OT TRN SLF CARE/HME EA 15,97535GO     ,430,221.0
457,8503617,OT ULTRASOUND EA 15      ,97035GO     ,430,216.0
458,8501371,OT VASOPNEUMATIC DEVICE  ,97016GO     ,430,209.0
459,8501280,OT WHIRLPOOL ONE EXTRMITY,97022GO     ,430,229.0
460,3602299,ADMIN OTHER IMMUN VAC ADD,90472,771,58.0
461,3602117,ADMIN OTHER IMMUN VAC ONE,90471,771,54.0
462,3602718,ADMIN SARSCV2 0.5ML ONLY ,0031A       ,771,160.0
463,3602720,ADMIN SARSCV2 100MCG3DOSE,0013A       ,771,58.0
464,3602712,ADMIN SARSCV2 30MCG 1DOSE,0001A       ,771,160.0
465,3602713,ADMIN SARSCV2 30MCG 2DOSE,0002A       ,771,160.0
466,3602719,ADMIN SARSCV2 30MCG 3DOSE,0003A       ,771,160.0
467,3602714,ADMN SARSCV2 100MCG 1DOSE,0011A       ,771,160.0
468,3602715,ADMN SARSCV2 100MCG 2DOSE,0012A       ,771,58.0
469,3602240,ALBUTEROL 0.5% 0.25ML INH,            ,250,49.0
470,3601978,FLU VACC FLUVIRIN>=3YR IM,Q2037       ,636,24.0
471,3601796,FLU VACC TRIVAL SPLT6-35M,90657,636,44.0
472,3601804,GLUCOSE BLD BY DEVICE POC,82962,301,10.0
473,3602125,HEMOGLOBIN A1C POC       ,83036,301,69.0
474,3601663,HEMOGLOBIN POC           ,85018,305,55.0
475,3601952,HEPAT A VACC 1440U 1ML IN,90632,636,41.0
476,3602315,HEPAT B VACC 10MCG 1ML IN,90746,636,49.0
477,3602273,I AND D ABSCESS SIMPLE   ,            ,510,150.0
478,3601689,IA STREPTOCOC GROUP A POC,87430,306,52.0
479,3601754,INH TX INITIAL EA DAY    ,94640,412,67.0
480,3602208,IPRATROP 0.02% 2.5ML NEB ,            ,250,24.0
481,3601911,LESION PREMALIG DESTR 1ST,            ,510,75.0
482,3602224,LIPID PANEL POC          ,80061,301,119.0
483,3602455,LR SMPL TRNK/NECK <=2.5CM,            ,510,134.0
484,3601705,OCC BLD FEC QL 3 SPEC POC,82270,301,28.0
485,3601994,PNEUMOCOC VACC 13 VALENT ,90670,636,28.0
486,3601812,PNEUMOCOC VACC 23 VALENT ,90732,636,27.56
487,3601846,PREG URINE VISUAL POC    ,81025,307,24.0
488,3602166,PULSE OX MULTI W EXERCISE,94761,460,38.0
489,3602141,PULSE OX SINGLE DETERMIN ,94760,460,38.0
490,3602091,REMOVE CERUMEN IMPACTED  ,            ,510,76.0
491,3601762,SKIN TEST TB INTRADRM POC,86580,302,13.0
492,3602539,TDAP 0.5ML >=7YR IM      ,90715,636,20.0
493,3601721,UA NONAUTO W/O MICRO POC ,81002,307,16.0
494,3601788,VENIPUNCTURE NON LAB     ,36415,300,17.0
495,3601937,VISION ACUITY            ,99173,510,85.0
496,3602372,VISIT 10-19MN EST PT     ,99212,510,148.0
497,3601655,VISIT 15-29MN NW PT      ,99202,510,185.0
498,3602554,VISIT 20-29M EST PATIENT ,99213,510,185.0
499,3601671,VISIT 30-39MN EST PT     ,99214,510,203.0
500,3601853,VISIT 40-54MN EST PT     ,99215,510,240.0
501,3602190,VISIT 60-74MN NW PATIENT ,99215,510,277.0
502,3601838,VST 30-44MN NW PT        ,99213,510,221.0
503,3602018,VST MDT 45-59 NW PT      ,99204,510,240.0
504,2800068,ADMIN HEP B VACCINE      ,90471,771,160.0
505,2800027,ADMIN INFLUENZA VACCINE  ,90471,771,160.0
506,2800035,ADMIN OTHER IMMUN VAC ONE,90471,771,160.0
507,2800043,ADMIN PNEUMO VACCINE     ,90471,771,160.0
508,504970,CARDIOVERSION ELCTIVE EXT,92960,480,2102.0
509,504971,CARDIOVERSION ELCTIVE INT,92961,480,1906.0
510,2800076,LUMBAR PUNCTURE DIAGNOSTC,62270,761,1401.0
511,2800084,THORACENTESIS W IMAGING  ,32555,761,1630.0
512,505407,AD EVKD POTEN HS INT/RPT ,92651,471,538.0
513,505406,AD EVKD POTEN SC ATM ANLS,92650,471,538.0
514,1003461,ADHESION BARR 331X-431   ,C1765       ,278,1898.0
515,1000371,AMNIOINFUS TRANSAB WWO US,            ,361,2557.0
516,1002435,ANESTH GENERAL 1ST 30MIN ,            ,370,2045.0
517,1002617,ANESTH GENERAL ADDL 15MIN,            ,370,614.0
518,1002583,ANESTH MAC/REG 1ST 30MIN ,            ,370,1389.0
519,1002609,ANESTH MAC/REG ADDL 15MIN,            ,370,420.0
520,1002419,BILIRUBIN TOT TRANSCU POC,88720,301,28.0
521,1099853,BIOPSY CERVIX            ,            ,361,2421.0
522,1003473,CATH NONVAS DIL 39X-51   ,C1726       ,278,225.0
523,1003475,CATH OCCLUSION 195X-254  ,C2628       ,278,1121.0
524,1001809,CERCLAGE REMOVAL         ,            ,720,4191.0
525,1003487,CLOSURE EXTERN 13X-17    ,            ,272,75.0
526,1003465,CLOSURE EXTERN 17X-23    ,            ,272,100.0
527,1003479,CLOSURE EXTERN 30X-39    ,            ,272,175.0
528,1003478,CLOSURE IMPLNT 115X-150  ,            ,278,663.0
529,1003467,CLOSURE IMPLNT 195X-254  ,            ,278,1121.0
530,1003460,CLOSURE IMPLNT 88X-115   ,            ,278,508.0
531,1002575,COLLECT CAPILLAR BLOOD   ,36416,300,72.0
532,1002138,DELIVERY OF PLACENTA     ,            ,720,6276.0
533,1001957,DELIVERY VAGINAL HIGH RSK,            ,722,9396.0
534,1002112,DELIVERY VAGINAL ROUTINE ,            ,722,7889.0
535,5053353,DIRECT ADMISSION FOR OBSV,G0379       ,762,958.0
536,1000447,EPIDURAL PLACE VAG DELIV ,            ,361,3213.0
537,1001494,EXTERNAL CEPHALIC VERSION,            ,720,3082.0
538,1000181,FETAL CONTRAC STRESS TEST,            ,720,1783.0
539,1002526,FETAL DEM <23 EST W PROC ,9921425,720,608.0
540,1002344,FETAL DEM <23 NEW W PROC ,9920425,720,608.0
541,1000249,FETAL NON STRESS TEST    ,59025,720,1280.0
542,1003433,INCIS/DRAIN/ASP LEVEL 1  ,            ,361,929.0
543,1002351,INF IV HYDRA INIT 31-60MN,96360,260,896.0
544,1002898,INF IV HYDRAT EA ADD HR  ,96361,260,560.0
545,1002393,INF TX/DX CONCURRENT     ,96368,260,1132.0
546,1002195,INF TX/DX/PRO EA ADD HR  ,96366,260,560.0
547,1002534,INF TX/DX/PRO INIT 1ST HR,96365,260,896.0
548,1002899,INF TX/DX/PRO SEQ 1HR    ,96367,260,896.0
549,1002559,INJ TX/DX/PRO INTRA-ARTER,96373,260,682.0
550,1002211,INJ TX/DX/PRO IV PUSH SEQ,96375,260,349.0
551,1002732,INJ TX/DX/PRO IVPUSH INIT,96374,260,349.0
552,1002377,INJ TX/DX/PROPH SUBQ/IM  ,96372,260,276.0
553,1002212,INJ TX/PRO/DX IVP SME DRG,96376,260,318.0
554,1002047,INSERT CERVICAL DILATOR  ,            ,720,440.0
555,1003462,INST/SUPP STERL 13X-17   ,            ,272,75.0
556,1003471,INST/SUPP STERL 17X-23   ,            ,272,100.0
557,1003474,INST/SUPP STERL 195X-254 ,            ,272,1121.0
558,1003470,INST/SUPP STERL 23X-30   ,            ,272,135.0
559,1003472,INST/SUPP STERL 331X-431 ,            ,272,1898.0
560,1003464,INST/SUPP STERL 39X-51   ,            ,272,225.0
561,1003477,INST/SUPP STERL 431X-561 ,            ,272,2471.0
562,1003468,INST/SUPP STERL 51X-67   ,            ,272,294.0
563,1003481,INST/SUPP STERL 67X-88   ,            ,272,389.0
564,1003029,LUMBAR PUNCTURE DIAGNOSTC,62270,761,1401.0
565,1002914,MOD SEDAT =>5YRS 1ST 15M ,99152,370,424.0
566,1002385,MODERATE SEDAT ADD 15MIN ,99153,370,393.0
567,1002179,OB DIRECT ADMISSN FOR OBS,G0379       ,721,958.0
568,1003486,OB OBSERV PER HOUR       ,G0378       ,762,221.0
569,1003078,OB VISIT 10-19MN EST PT  ,99212,720,900.0
570,1003094,OB VISIT 15-29MN NW PT   ,99202,720,900.0
571,1003484,OB VISIT 15-29MN NW PT   ,99202,720,552.0
572,1003151,OB VISIT 20-29M EST PT   ,99213,720,1383.0
573,1003235,OB VISIT 30-39MN EST PT  ,99214,720,2709.0
574,1003193,OB VISIT 30-39MN EST WPRC,9921425,720,2709.0
575,1003318,OB VISIT 40-54MN EST PT  ,99215,720,4371.0
576,1003276,OB VISIT 40-54MN EST WPRC,9921525,720,4371.0
577,1003334,OB VISIT 60-74MN NW PT   ,99205,720,4371.0
578,1003292,OB VISIT 60-74MN NW W/PRC,9920525,720,4371.0
579,1002997,OB VISIT MINI PRB EST PT ,99211,720,552.0
580,1001874,OB VISIT/FETAL MONITR EST,99211,720,451.0
581,2007722,OB VISIT/FETAL MONITR NEW,99202,720,451.0
582,1003037,OB VST 10-19MN EST W/PRC ,9921225,720,900.0
583,1003052,OB VST 15-29MN NW PT WPRC,9920225,720,900.0
584,1003485,OB VST 15-29MN NW PT WPRC,9920225,720,552.0
585,1003110,OB VST 20-29M EST W/PRC  ,9921325,720,1383.0
586,1003177,OB VST 30-44MN NW PT     ,99203,720,1383.0
587,1003136,OB VST 30-44MN NW W/PROC ,9920325,720,1383.0
588,1003250,OB VST MDT 45-59 NW PT   ,99204,720,2709.0
589,1002955,OB VST MINI PRB EST WPRC ,9921125,720,552.0
590,1003219,OB VST MT45-59 NW PT WPRC,9920425,720,2709.0
591,1002849,OB VST/FTL MON EST W/PROC,9921125,720,451.0
592,1003357,OB VST/FTL MON EST W/PROC,9921125,720,438.0
593,1002823,OB VST/FTL MON NEW W/PROC,9920225,720,451.0
594,1099912,OB/GYN PROCEDURE LEVEL 3 ,            ,361,7125.0
595,1002781,PACU COMPLEX 1ST 30MIN   ,            ,710,2910.0
596,1002807,PACU COMPLEX ADDL 15MIN  ,            ,710,1019.0
597,1002542,PACU STANDARD 1ST 30MIN  ,            ,710,2242.0
598,1002567,PACU STANDARD ADDL 15MIN ,            ,710,785.0
599,1003458,REM FB/SKN LES IMP LVL 1 ,            ,361,316.0
600,90555,ROOM OB LDP              ,            ,122,5470.0
601,70037,ROOM SEMI M/S/G OB       ,            ,121,5470.0
602,40550,ROOM SEMI OB HI RSK      ,            ,122,12754.0
603,80556,ROOM SEMI OB HI RSK      ,            ,122,13137.0
604,1001973,SURGERY LEVEL 1 1ST 30MIN,            ,360,4558.0
605,1002153,SURGERY LEVEL 1 ADD 15MIN,            ,360,1367.0
606,1001999,SURGERY LEVEL 2 1ST 30MIN,            ,360,5925.0
607,1002013,SURGERY LEVEL 2 ADD 15MIN,            ,360,1777.0
608,1002039,SURGERY LEVEL 3 1ST 30MIN,            ,360,7701.0
609,1002054,SURGERY LEVEL 3 ADD 15MIN,            ,360,2311.0
610,1002740,SURGERY LEVEL 4 1ST 30MIN,            ,360,10017.0
611,1002765,SURGERY LEVEL 4 ADD 15MIN,            ,360,3004.0
612,1003086,THORACENTESIS W IMAGING  ,32555,761,1630.0
613,1002484,US FETAL BIOP PROF WO NST,76819,402,872.0
614,1002302,US FETAL BIOPH PROF W NST,76818,402,1390.0
615,1002492,US PREG 1 OR >FETUSES LTD,76815,402,1638.0
616,1002187,VENIPUNCTURE NON LAB     ,36415,300,50.0
617,2020100,ADHESION BARR 254X-331   ,C1765       ,278,1460.0
618,2020101,ADHESION BARR 730X-949   ,C1765       ,278,4184.0
619,2020789,ADPT/EXT LEAD 561X-730   ,C1883       ,278,3218.0
620,2020483,ALLODERM 132SQ 3529X-4588,Q4116       ,636,20214.0
621,2020102,ALLODERM 164SQ 3529X-4588,Q4116       ,636,20214.0
622,2020105,ALLODERM 77SQ 2087X-2714 ,Q4116       ,636,11957.0
623,2020106,ALLODRM 16X20 7755X-10082,Q4116       ,636,44417.0
624,2020103,ALLODRM 4X12CM 1234X-1605,Q4116       ,636,7072.0
625,2020104,ALLODRM 4X16CM 1605X-2087,Q4116       ,636,9194.0
626,2020958,ALLODRM 4X7CM 730X-949   ,Q4116       ,636,4184.0
627,2020482,ALLODRM10X20CM 4588X-5965,Q4116       ,636,26280.0
628,2020742,ALLOPATCH5X5CM 1234X-1605,Q4128       ,636,7072.0
629,2020790,ALLOPATCH5X5CM 1605X-2087,Q4128       ,636,9194.0
630,2020107,ANCHOR/SCREW <10         ,C1713       ,278,25.0
631,2020484,ANCHOR/SCREW 10-13       ,C1713       ,278,60.0
632,2020108,ANCHOR/SCREW 115X-150    ,C1713       ,278,663.0
633,2020109,ANCHOR/SCREW 1234X-1605  ,C1713       ,278,7072.0
634,2020485,ANCHOR/SCREW 13X-17      ,C1713       ,278,75.0
635,2020110,ANCHOR/SCREW 150X-195    ,C1713       ,278,862.0
636,2020111,ANCHOR/SCREW 1605X-2087  ,C1713       ,278,9194.0
637,2020112,ANCHOR/SCREW 17X-23      ,C1713       ,278,100.0
638,2020113,ANCHOR/SCREW 195X-254    ,C1713       ,278,1121.0
639,2020437,ANCHOR/SCREW 2087X-2714  ,C1713       ,278,11957.0
640,2020114,ANCHOR/SCREW 23X-30      ,C1713       ,278,135.0
641,2020115,ANCHOR/SCREW 254X-331    ,C1713       ,278,1460.0
642,2020489,ANCHOR/SCREW 2714X-3529  ,C1713       ,278,15548.0
643,2020434,ANCHOR/SCREW 30X-39      ,C1713       ,278,175.0
644,2020116,ANCHOR/SCREW 331X-431    ,C1713       ,278,1898.0
645,2020490,ANCHOR/SCREW 3529X-4588  ,C1713       ,278,20214.0
646,2020435,ANCHOR/SCREW 39X-51      ,C1713       ,278,225.0
647,2020117,ANCHOR/SCREW 431X-561    ,C1713       ,278,2471.0
648,2020118,ANCHOR/SCREW 4588X-5965  ,C1713       ,278,26280.0
649,2020119,ANCHOR/SCREW 51X-67      ,C1713       ,278,294.0
650,2020120,ANCHOR/SCREW 561X-730    ,C1713       ,278,3218.0
651,2020491,ANCHOR/SCREW 5965X-7755  ,C1713       ,278,34163.0
652,2020121,ANCHOR/SCREW 67X-88      ,C1713       ,278,389.0
653,2020122,ANCHOR/SCREW 730X-949    ,C1713       ,278,4184.0
654,2020123,ANCHOR/SCREW 88X-115     ,C1713       ,278,508.0
655,2020488,ANCHOR/SCREW 949X-1234   ,C1713       ,278,5439.0
656,2000891,ANESTH GENERAL 1ST 30MIN ,            ,370,2658.0
657,2001154,ANESTH GENERAL ADDL 15MIN,            ,370,614.0
658,2001428,ANESTH MAC/REG 1ST 30MIN ,            ,370,1809.0
659,2000917,ANESTH MAC/REG ADDL 15MIN,            ,370,420.0
660,2020791,ARTHRFLX 4X7CM 2714X-3529,Q4125       ,636,15548.0
661,2020124,ARTHRFLX 4X7CM 3529X-4588,Q4125       ,636,20214.0
662,2020743,ARTHRFLX 4X7MM 2087X-2714,Q4125       ,636,11957.0
663,2002150,AUTOLOGOUS SALVAGE POC   ,86891,309,3662.0
664,2020125,BMWD 2X2IN 2087X-2714    ,Q4104       ,636,11957.0
665,2020126,BMWD 4X10IN 5965X-7755   ,Q4104       ,636,34163.0
666,2020127,BMWD 4X5IN 3529X-4588    ,Q4104       ,636,20214.0
667,2020973,BN STRIP 10CC 561X-730   ,C9362       ,636,3218.0
668,2020128,BN STRIP 10CC 730X-949   ,C9362       ,636,4184.0
669,2020758,BN STRIP 15CC 949X-1234  ,C9362       ,636,5439.0
670,2020492,BONE FILL 10CC 730X-949  ,C9359       ,636,4184.0
671,2020493,BONE FILL 15CC 1234X-1605,C9359       ,636,7072.0
672,2020792,BONE FILL 15CC 949X-1234 ,C9359       ,636,5439.0
673,2020494,BONE FILL 7.5CC 561X-730 ,C9359       ,636,3218.0
674,2020794,BONE SUBSTITUTE 115X-150 ,C1713       ,278,663.0
675,2020129,BONE SUBSTITUTE 150X-195 ,C1713       ,278,862.0
676,2020130,BONE SUBSTITUTE 195X-254 ,C1713       ,278,1121.0
677,2020495,BONE SUBSTITUTE 254X-331 ,C1713       ,278,1460.0
678,2020131,BONE SUBSTITUTE 331X-431 ,C1713       ,278,1898.0
679,2020132,BONE SUBSTITUTE 39X-51   ,C1713       ,278,225.0
680,2020496,BONE SUBSTITUTE 431X-561 ,C1713       ,278,2471.0
681,2020133,BONE SUBSTITUTE 51X-67   ,C1713       ,278,294.0
682,2020134,BONE SUBSTITUTE 561X-730 ,C1713       ,278,3218.0
683,2020793,BONE SUBSTITUTE 67X-88   ,C1713       ,278,389.0
684,2020135,BONE SUBSTITUTE 730X-949 ,C1713       ,278,4184.0
685,2020394,BONE SUBSTITUTE 88X-115  ,C1713       ,278,508.0
686,2020136,BONE SUBSTITUTE 949X-1234,C1713       ,278,5439.0
687,2020137,BONE SUBSTITUTE1234X-1605,C1713       ,278,7072.0
688,2020138,BONE SUBSTITUTE1605X-2087,C1713       ,278,9194.0
689,2020139,BONE SUBSTITUTE2087X-2714,C1713       ,278,11957.0
690,2020140,BONE SUBSTITUTE2714X-3529,C1713       ,278,15548.0
691,2020141,BONE SUBSTITUTE3529X-4588,C1713       ,278,20214.0
692,2020760,BONE SUBSTITUTE4588X-5965,C1713       ,278,26280.0
693,2020795,BREAST PROS SIL 431X-561 ,L8600       ,278,2471.0
694,2020796,BREAST PROS SIL 561X-730 ,L8600       ,278,3218.0
695,2020142,BREAST PROS SIL 730X-949 ,L8600       ,278,4184.0
696,2020143,BREAST PROS SIL 949X-1234,L8600       ,278,5439.0
697,2020497,BREAST PROS SIL1234X-1605,L8600       ,278,7072.0
698,2020144,BREAST PROSTH 254X-331   ,C1789       ,278,1460.0
699,2020145,BREAST PROSTH 331X-431   ,C1789       ,278,1898.0
700,2020498,BREAST PROSTH 431X-561   ,C1789       ,278,2471.0
701,2020797,BREAST PROSTH 561X-730   ,C1789       ,278,3218.0
702,2020499,BREAST PROSTH 730X-949   ,C1789       ,278,4184.0
703,2020500,BULK AGENT UR 1ML331X-431,L8606       ,278,1898.0
704,2020146,BULK AGENT UR 1ML431X-561,L8606       ,278,2471.0
705,2020798,BULK DEX/HY 1ML2087X-2714,L8604       ,278,11957.0
706,2002152,CARDIOPULM BYPASS EA HR  ,99190,480,2352.0
707,2020501,CATH ATHR DIR 2087X-2714 ,C1714       ,278,11957.0
708,2020780,CATH ATHR ROT 3529X-4588 ,C1724       ,278,20214.0
709,2020502,CATH ATHR ROT 949X-1234  ,C1724       ,278,5439.0
710,2020503,CATH DIALYS LT 195X-254  ,C1750       ,278,1121.0
711,2020147,CATH DIALYS LT 2087X-2714,C1750       ,278,11957.0
712,2020148,CATH DIALYS LT 254X-331  ,C1750       ,278,1460.0
713,2020799,CATH DIALYS LT 331X-431  ,C1750       ,278,1898.0
714,2020395,CATH DIALYS LT 88X-115   ,C1750       ,278,508.0
715,2020396,CATH DIALYSIS ST 115X-150,C1752       ,278,663.0
716,2020149,CATH DIALYSIS ST 150X-195,C1752       ,278,862.0
717,2020801,CATH DIALYSIS ST 195X-254,C1752       ,278,1121.0
718,2020976,CATH DIALYSIS ST 254X-331,C1752       ,278,1460.0
719,2020800,CATH DIALYSIS ST 51X-67  ,C1752       ,278,294.0
720,2020397,CATH DIALYSIS ST 88X-115 ,C1752       ,278,508.0
721,2020150,CATH DRAINAGE <10        ,C1729       ,272,25.0
722,2020504,CATH DRAINAGE 115X-150   ,C1729       ,272,663.0
723,2020802,CATH DRAINAGE 13X-17     ,C1729       ,272,75.0
724,2020398,CATH DRAINAGE 150X-195   ,C1729       ,272,862.0
725,2020399,CATH DRAINAGE 17X-23     ,C1729       ,272,100.0
726,2020151,CATH DRAINAGE 195X-254   ,C1729       ,272,1121.0
727,2020400,CATH DRAINAGE 23X-30     ,C1729       ,272,135.0
728,2020804,CATH DRAINAGE 254X-331   ,C1729       ,272,1460.0
729,2020401,CATH DRAINAGE 30X-39     ,C1729       ,272,175.0
730,2020152,CATH DRAINAGE 331X-431   ,C1729       ,272,1898.0
731,2020402,CATH DRAINAGE 39X-51     ,C1729       ,272,225.0
732,2020153,CATH DRAINAGE 431X-561   ,C1729       ,272,2471.0
733,2020403,CATH DRAINAGE 51X-67     ,C1729       ,272,294.0
734,2020404,CATH DRAINAGE 561X-730   ,C1729       ,272,3218.0
735,2020405,CATH DRAINAGE 67X-88     ,C1729       ,272,389.0
736,2020406,CATH DRAINAGE 730X-949   ,C1729       ,272,4184.0
737,2020803,CATH DRAINAGE 88X-115    ,C1729       ,272,508.0
738,2020507,CATH EP DX <=19 254X-331 ,C1730       ,278,1460.0
739,2020805,CATH EP DX <=19 431X-561 ,C1730       ,278,2471.0
740,2020505,CATH EP DX <=19 51X-67   ,C1730       ,278,294.0
741,2020506,CATH EP DX <=19 67X-88   ,C1730       ,278,389.0
742,2020806,CATH EP NCOOL 431X-561   ,C1733       ,278,2471.0
743,2020509,CATH GUIDING 115X-150    ,C1887       ,278,663.0
744,2020513,CATH GUIDING 1234X-1605  ,C1887       ,278,7072.0
745,2020809,CATH GUIDING 150X-195    ,C1887       ,278,862.0
746,2020807,CATH GUIDING 17X-23      ,C1887       ,278,100.0
747,2020510,CATH GUIDING 254X-331    ,C1887       ,278,1460.0
748,2020514,CATH GUIDING 31640X-34804,C1887       ,278,165446.0
749,2020810,CATH GUIDING 331X-431    ,C1887       ,278,1898.0
750,2020508,CATH GUIDING 39X-51      ,C1887       ,278,225.0
751,2020808,CATH GUIDING 51X-67      ,C1887       ,278,294.0
752,2020511,CATH GUIDING 561X-730    ,C1887       ,278,3218.0
753,2020512,CATH GUIDING 730X-949    ,C1887       ,278,4184.0
754,2020407,CATH INFUSION 10-13      ,C1751       ,278,60.0
755,2020517,CATH INFUSION 115X-150   ,C1751       ,278,663.0
756,2020812,CATH INFUSION 150X-195   ,C1751       ,278,862.0
757,2020408,CATH INFUSION 17X-23     ,C1751       ,278,100.0
758,2020518,CATH INFUSION 195X-254   ,C1751       ,278,1121.0
759,2020154,CATH INFUSION 2087X-2714 ,C1751       ,278,11957.0
760,2020515,CATH INFUSION 23X-30     ,C1751       ,278,135.0
761,2020813,CATH INFUSION 254X-331   ,C1751       ,278,1460.0
762,2020516,CATH INFUSION 30X-39     ,C1751       ,278,175.0
763,2020155,CATH INFUSION 39X-51     ,C1751       ,278,225.0
764,2020811,CATH INFUSION 51X-67     ,C1751       ,278,294.0
765,2020409,CATH INFUSION 67X-88     ,C1751       ,278,389.0
766,2020410,CATH INFUSION 88X-115    ,C1751       ,278,508.0
767,2020814,CATH INTRASPINE 254X-331 ,C1755       ,278,1460.0
768,2020815,CATH INTRASPINE 561X-730 ,C1755       ,278,3218.0
769,2020781,CATH INTRASPINE 730X-949 ,C1755       ,278,4184.0
