,Procedure #,Procedure Description,CPT/HCPC,Charge,Blue Cross Charge,United Health Charge,Providence Charge,Aetna Charge,Cigna Charge,Moda Charge,First Choice Health Charge,First Choice Health - GSH Charge,EOCCO OP Charge,EOCCO IP Charge,Valenz Health Charge,Pacific Source Charge,PHCS Charge,MODA Advantage OP Charge,De-Identified Minimum Charge,De-Identified Maximum Charge
114,12004,REPR SUPERF WND BODY 7.6-12.5,12004,626.0,563.4,563.4,594.6999999999999,594.6999999999999,594.6999999999999,594.6999999999999,582.1800000000001,375.59999999999997,231.62,538.36,607.22,594.6999999999999,594.6999999999999,276.06600000000003,231.62,607.22
115,12004,REPR SUPERF WND BODY 7.6-12.5,12004,622.0,559.8000000000001,559.8000000000001,590.9,590.9,590.9,590.9,578.46,373.2,230.14,534.92,603.34,590.9,590.9,274.302,230.14,603.34
116,3750320,REPAIR SMPL SUP WND 12.6-20.0CM,12005,442.0,397.8,397.8,419.9,419.9,419.9,419.9,411.06,265.2,163.54,380.12,428.74,419.9,419.9,194.922,163.54,428.74
117,12005,REPR SUPERF WND BODY 12.6-20,12005,777.0,699.3000000000001,699.3000000000001,738.15,738.15,738.15,738.15,722.61,466.2,287.49,668.22,753.6899999999999,738.15,738.15,342.657,287.49,753.6899999999999
118,3750338,REPAIR SMPL SUP WND 20.1 TO 30CM,12006,645.0,580.5,580.5,612.75,612.75,612.75,612.75,599.85,387.0,238.65,554.7,625.65,612.75,612.75,284.445,238.65,625.65
119,12006,REPR SUPERF WND BODY 20.1-30,12006,1055.0,949.5,949.5,1002.25,1002.25,1002.25,1002.25,981.1500000000001,633.0,390.35,907.3,1023.35,1002.25,1002.25,465.255,390.35,1023.35
120,3750346,REPAIR SMPL SUP WND OVER 30.0CM,12007,726.0,653.4,653.4,689.6999999999999,689.6999999999999,689.6999999999999,689.6999999999999,675.1800000000001,435.59999999999997,268.62,624.36,704.22,689.6999999999999,689.6999999999999,320.16600000000005,268.62,704.22
121,12007,REPR SUPERF WND BODY >30CM,12007,1129.0,1016.1,1016.1,1072.55,1072.55,1072.55,1072.55,1049.97,677.4,417.73,970.9399999999999,1095.1299999999999,1072.55,1072.55,497.889,417.73,1095.1299999999999
122,3750353,REP SPR SIM FACE EAR <2.5,12011,354.0,318.6,318.6,336.3,336.3,336.3,336.3,329.22,212.4,130.98,304.44,343.38,336.3,336.3,156.114,130.98,343.38
123,12011,REPR SUPERF WND FACE <2.5CM,12011,487.0,438.3,438.3,462.65,462.65,462.65,462.65,452.91,292.2,180.19,418.82,472.39,462.65,462.65,214.767,180.19,472.39
124,3750361,REP SUP SIM FACE EAR 2.6 TO 5.0CM,12013,395.0,355.5,355.5,375.25,375.25,375.25,375.25,367.35,237.0,146.15,339.7,383.15,375.25,375.25,174.19500000000002,146.15,383.15
125,12013,REPR SUPERF WND FACE 2.6-5,12013,560.0,504.0,504.0,532.0,532.0,532.0,532.0,520.8000000000001,336.0,207.2,481.59999999999997,543.1999999999999,532.0,532.0,246.96,207.2,543.1999999999999
126,3750379,REP SUP SIM FACE EAR 5.1CM TO 7.5CM,12014,424.0,381.6,381.6,402.79999999999995,402.79999999999995,402.79999999999995,402.79999999999995,394.32,254.39999999999998,156.88,364.64,411.28,402.79999999999995,402.79999999999995,186.98399999999998,156.88,411.28
127,12014,REPR SUPERF WND FACE 5.1-7.5,12014,674.0,606.6,606.6,640.3,640.3,640.3,640.3,626.82,404.4,249.38,579.64,653.78,640.3,640.3,297.234,249.38,653.78
128,3750387,REP SUP SIM FACE EAR 7.6 TO 12.5CM,12015,457.0,411.3,411.3,434.15,434.15,434.15,434.15,425.01000000000005,274.2,169.09,393.02,443.28999999999996,434.15,434.15,201.537,169.09,443.28999999999996
129,12015,REPR SUPERF WND FACE 7.6-12.5,12015,852.0,766.8000000000001,766.8000000000001,809.4,809.4,809.4,809.4,792.36,511.2,315.24,732.72,826.4399999999999,809.4,809.4,375.73199999999997,315.24,826.4399999999999
130,3750395,REP SUP SIM FACE EAR 12.6 TO 20.0CM,12016,518.0,466.2,466.2,492.09999999999997,492.09999999999997,492.09999999999997,492.09999999999997,481.74,310.8,191.66,445.48,502.46,492.09999999999997,492.09999999999997,228.43800000000002,191.66,502.46
131,12016,REPR SUPERF WND FACE 12.6-20,12016,1044.0,939.6,939.6,991.8,991.8,991.8,991.8,970.9200000000001,626.4,386.28,897.84,1012.68,991.8,991.8,460.404,386.28,1012.68
132,3755717,REP SUP SIM FACE EAR 20.1-30.0CM,12017,432.0,388.8,388.8,410.4,410.4,410.4,410.4,401.76000000000005,259.2,159.84,371.52,419.03999999999996,410.4,410.4,190.512,159.84,419.03999999999996
133,12017,REPR SUPERF WND FACE 20.1-30,12017,276.0,248.4,248.4,262.2,262.2,262.2,262.2,256.68,165.6,102.12,237.35999999999999,267.71999999999997,262.2,262.2,121.71600000000001,102.12,267.71999999999997
134,3750403,CLOSURE OF SPLIT WOUND,12020,401.0,360.90000000000003,360.90000000000003,380.95,380.95,380.95,380.95,372.93,240.6,148.37,344.86,388.96999999999997,380.95,380.95,176.841,148.37,388.96999999999997
135,HGSP12020,HGS PR TX OF SUPERFICIAL WOUND DEHISCENCE; SIMPLE CLOSURE,12020,1044.0,939.6,939.6,991.8,991.8,991.8,991.8,970.9200000000001,626.4,386.28,897.84,1012.68,991.8,991.8,460.404,386.28,1012.68
136,12020,CLOSURE SUPERF WND DEHIS SIMPLE,12020,862.0,775.8000000000001,775.8000000000001,818.9,818.9,818.9,818.9,801.6600000000001,517.1999999999999,318.94,741.3199999999999,836.14,818.9,818.9,380.142,318.94,836.14
137,3750411,LAYER CLOSE WND TRNK EXTR <=2.5CM,12031,316.0,284.40000000000003,284.40000000000003,300.2,300.2,300.2,300.2,293.88,189.6,116.92,271.76,306.52,300.2,300.2,139.356,116.92,306.52
138,12031,"LAYR CLOS WND TRUNK,ARM,LEG <2.5 CM",12031,572.0,514.8000000000001,514.8000000000001,543.4,543.4,543.4,543.4,531.96,343.2,211.64,491.92,554.84,543.4,543.4,252.25199999999998,211.64,554.84
139,3750429,LAYER CLOSURE WND 2.6 TO 7.5CM,12032,369.0,332.1,332.1,350.55,350.55,350.55,350.55,343.17,221.4,136.53,317.34,357.93,350.55,350.55,162.72899999999998,136.53,357.93
140,12032,"LAYR CLOS WND TRUNK,ARM,LEG 2.6-7.5 CM",12032,771.0,693.9,693.9,732.4499999999999,732.4499999999999,732.4499999999999,732.4499999999999,717.0300000000001,462.59999999999997,285.27,663.06,747.87,732.4499999999999,732.4499999999999,340.011,285.27,747.87
141,3750437,LAY CLOSE WND TRNK 7.6 TO 12.5CM,12034,566.0,509.40000000000003,509.40000000000003,537.6999999999999,537.6999999999999,537.6999999999999,537.6999999999999,526.38,339.59999999999997,209.42,486.76,549.02,537.6999999999999,537.6999999999999,249.60600000000002,209.42,549.02
142,12034,"LAYR CLOS WND TRUNK,ARM,LEG 7.6-12.5 CM",12034,802.0,721.8000000000001,721.8000000000001,761.9,761.9,761.9,761.9,745.86,481.2,296.74,689.72,777.9399999999999,761.9,761.9,353.682,296.74,777.9399999999999
143,3750445,LAY CLOSURE WND 12.6 TO 20.0CM,12035,421.0,378.90000000000003,378.90000000000003,399.95,399.95,399.95,399.95,391.53000000000003,252.6,155.77,362.06,408.37,399.95,399.95,185.661,155.77,408.37
144,12035,"LAYR CLOS WND TRUNK,ARM,LEG 12.6-20 CM",12035,1021.0,918.9,918.9,969.9499999999999,969.9499999999999,969.9499999999999,969.9499999999999,949.5300000000001,612.6,377.77,878.06,990.37,969.9499999999999,969.9499999999999,450.261,377.77,990.37
145,3750452,LAYER CLOSURE WND 20.1 TO 30.0CM,12036,476.0,428.40000000000003,428.40000000000003,452.2,452.2,452.2,452.2,442.68,285.59999999999997,176.12,409.36,461.71999999999997,452.2,452.2,209.916,176.12,461.71999999999997
146,12036,"LAYR CLOS WND TRUNK,ARM,LEG 20.1-30 CM",12036,675.0,607.5,607.5,641.25,641.25,641.25,641.25,627.75,405.0,249.75,580.5,654.75,641.25,641.25,297.675,249.75,654.75
147,3750460,LAYR CLOSURE WOUND <=2.5CM,12041,332.0,298.8,298.8,315.4,315.4,315.4,315.4,308.76,199.2,122.84,285.52,322.03999999999996,315.4,315.4,146.412,122.84,322.03999999999996
148,HGSP12041,HGS PR LAYR CLOS WND REST BODY <2.5 CM,12041,619.0,557.1,557.1,588.05,588.05,588.05,588.05,575.6700000000001,371.4,229.03,532.34,600.43,588.05,588.05,272.97900000000004,229.03,600.43
149,12041,LAYR CLOS WND REST BODY <2.5 CM,12041,646.0,581.4,581.4,613.6999999999999,613.6999999999999,613.6999999999999,613.6999999999999,600.7800000000001,387.59999999999997,239.02,555.56,626.62,613.6999999999999,613.6999999999999,284.886,239.02,626.62
150,3750478,LAYR CLOSE WND 2.6 TO 7.5CM,12042,360.0,324.0,324.0,342.0,342.0,342.0,342.0,334.8,216.0,133.2,309.6,349.2,342.0,342.0,158.76,133.2,349.2
151,12042,LAYR CLOS WND REST BODY 2.6-7.5 CM,12042,769.0,692.1,692.1,730.55,730.55,730.55,730.55,715.1700000000001,461.4,284.53,661.34,745.93,730.55,730.55,339.12899999999996,284.53,745.93
152,3750486,LAYR CLOSE WND 7.6 TO 12.5CM,12044,375.0,337.5,337.5,356.25,356.25,356.25,356.25,348.75,225.0,138.75,322.5,363.75,356.25,356.25,165.375,138.75,363.75
153,HGSP12044,HGS PR LAYR CLOS WND REST BODY 7.6-12.5 CM,12044,935.0,841.5,841.5,888.25,888.25,888.25,888.25,869.5500000000001,561.0,345.95,804.1,906.9499999999999,888.25,888.25,412.335,345.95,906.9499999999999
154,12044,LAYR CLOS WND REST BODY 7.6-12.5 CM,12044,875.0,787.5,787.5,831.25,831.25,831.25,831.25,813.75,525.0,323.75,752.5,848.75,831.25,831.25,385.875,323.75,848.75
155,3750502,LAYR CLOSURE WND <=2.5CM,12051,345.0,310.5,310.5,327.75,327.75,327.75,327.75,320.85,207.0,127.64999999999999,296.7,334.65,327.75,327.75,152.145,127.64999999999999,334.65
156,12051,"LAYR CLOS WND FACE,FACIAL <2.5 CM",12051,742.0,667.8000000000001,667.8000000000001,704.9,704.9,704.9,704.9,690.0600000000001,445.2,274.54,638.12,719.74,704.9,704.9,327.222,274.54,719.74
157,3750510,LAYR CLOSURE WOUND 2.6CM TO 5.0CM,12052,385.0,346.5,346.5,365.75,365.75,365.75,365.75,358.05,231.0,142.45,331.1,373.45,365.75,365.75,169.785,142.45,373.45
158,12052,"LAYR CLOS WND FACE,FACIAL 2.5-5 CM",12052,795.0,715.5,715.5,755.25,755.25,755.25,755.25,739.35,477.0,294.15,683.7,771.15,755.25,755.25,350.59499999999997,294.15,771.15
159,3750528,LAYR CLOSURE WOUND 5.1CM TO 7.5CM,12053,386.0,347.40000000000003,347.40000000000003,366.7,366.7,366.7,366.7,358.98,231.6,142.82,331.96,374.42,366.7,366.7,170.226,142.82,374.42
160,12053,"LAYR CLOS WND FACE,FACIAL 5.1-7.5 CM",12053,882.0,793.8000000000001,793.8000000000001,837.9,837.9,837.9,837.9,820.26,529.1999999999999,326.34,758.52,855.54,837.9,837.9,388.962,326.34,855.54
161,3750585,REP WND LES CPLX 2.6 TO 7.5CM,13121,487.0,438.3,438.3,462.65,462.65,462.65,462.65,452.91,292.2,180.19,418.82,472.39,462.65,462.65,214.767,180.19,472.39
162,13121,"REPR CMPL WND SCALP,EXTR 2.6-7.5",13121,1328.0,1195.2,1195.2,1261.6,1261.6,1261.6,1261.6,1235.04,796.8,491.36,1142.08,1288.1599999999999,1261.6,1261.6,585.648,491.36,1288.1599999999999
163,3750593,REP WND LES CMPLX EA ADD 5CM,13122,310.0,279.0,279.0,294.5,294.5,294.5,294.5,288.3,186.0,114.7,266.6,300.7,294.5,294.5,136.71,114.7,300.7
164,13122,"REP,SKIN,SCALP/EXTREM+5CM/<",13122,372.0,334.8,334.8,353.4,353.4,353.4,353.4,345.96000000000004,223.2,137.64,319.92,360.84,353.4,353.4,164.052,137.64,360.84
165,3750601,REP CMPLX LES 1.1 TO 2.5CM,13131,319.0,287.1,287.1,303.05,303.05,303.05,303.05,296.67,191.4,118.03,274.34,309.43,303.05,303.05,140.679,118.03,309.43
166,3750601,REP CMPLX LES 1.1 TO 2.5CM,13131,341.0,306.90000000000003,306.90000000000003,323.95,323.95,323.95,323.95,317.13,204.6,126.17,293.26,330.77,323.95,323.95,150.381,126.17,330.77
167,13131,"REPR CMPL WND HEAD,FAC,HAND 1.1-2.5",13131,1130.0,1017.0,1017.0,1073.5,1073.5,1073.5,1073.5,1050.9,678.0,418.1,971.8,1096.1,1073.5,1073.5,498.33,418.1,1096.1
168,3750619,REP CMPLX LES 2.6 TO 7.5CM,13132,646.0,581.4,581.4,613.6999999999999,613.6999999999999,613.6999999999999,613.6999999999999,600.7800000000001,387.59999999999997,239.02,555.56,626.62,613.6999999999999,613.6999999999999,284.886,239.02,626.62
169,3750627,REP CMPLX LES EA ADD 5CM,13133,377.0,339.3,339.3,358.15,358.15,358.15,358.15,350.61,226.2,139.49,324.21999999999997,365.69,358.15,358.15,166.257,139.49,365.69
170,3750650,REP CMPLX WND FACE 2.6 TO 7.5CM,13152,1636.0,1472.4,1472.4,1554.1999999999998,1554.1999999999998,1554.1999999999998,1554.1999999999998,1521.48,981.5999999999999,605.3199999999999,1406.96,1586.9199999999998,1554.1999999999998,1554.1999999999998,721.476,605.3199999999999,1586.9199999999998
171,HGSP13160,HGS PR SECD CLOS SURG WND EXTEN/COMPLIC,13160,2076.0,1868.4,1868.4,1972.1999999999998,1972.1999999999998,1972.1999999999998,1972.1999999999998,1930.68,1245.6,768.12,1785.36,2013.72,1972.1999999999998,1972.1999999999998,915.516,768.12,2013.72
172,13160,SECD CLOS SURG WND EXTEN/COMPLIC,13160,2180.0,1962.0,1962.0,2071.0,2071.0,2071.0,2071.0,2027.4,1308.0,806.6,1874.8,2114.6,2071.0,2071.0,961.3800000000001,806.6,2114.6
173,14000,ADJ TISS XFER TRUNK <10SQCM,14000,1699.0,1529.1000000000001,1529.1000000000001,1614.05,1614.05,1614.05,1614.05,1580.0700000000002,1019.4,628.63,1461.1399999999999,1648.03,1614.05,1614.05,749.2589999999999,628.63,1648.03
174,14020,"ADJ TISS XFER SCALP,EXTREM <10SQCM",14020,1901.0,1710.9,1710.9,1805.9499999999998,1805.9499999999998,1805.9499999999998,1805.9499999999998,1767.93,1140.6,703.37,1634.86,1843.97,1805.9499999999998,1805.9499999999998,838.341,703.37,1843.97
175,14021,"ADJ TISS XFER SCALP,EXTREM 10.1-30",14021,2367.0,2130.3,2130.3,2248.65,2248.65,2248.65,2248.65,2201.31,1420.2,875.79,2035.62,2295.99,2248.65,2248.65,1043.847,875.79,2295.99
176,14040,"ADJ TISS XFER HEAD,FAC,HAND <10SQCM",14040,2074.0,1866.6000000000001,1866.6000000000001,1970.3,1970.3,1970.3,1970.3,1928.8200000000002,1244.3999999999999,767.38,1783.6399999999999,2011.78,1970.3,1970.3,914.634,767.38,2011.78
177,14041,"ADJ TISS XFER HEAD,FAC,HAND 10.1-30",14041,2557.0,2301.3,2301.3,2429.15,2429.15,2429.15,2429.15,2378.01,1534.2,946.09,2199.02,2480.29,2429.15,2429.15,1127.6370000000002,946.09,2480.29
178,3750692,SKIN TISS REARRANGE LIDS <=10 SQCM,14060,2039.0,1835.1000000000001,1835.1000000000001,1937.05,1937.05,1937.05,1937.05,1896.2700000000002,1223.3999999999999,754.43,1753.54,1977.83,1937.05,1937.05,899.1990000000001,754.43,1977.83
179,15002,"WOUND PREP, PED, TRK/ARM/LG 1ST 100 CM",15002,949.0,854.1,854.1,901.55,901.55,901.55,901.55,882.57,569.4,351.13,816.14,920.53,901.55,901.55,418.509,351.13,920.53
180,15004,"WND PREP PED, FACE/NCK/HND/FT/GEN",15004,863.0,776.7,776.7,819.8499999999999,819.8499999999999,819.8499999999999,819.8499999999999,802.59,517.8,319.31,742.18,837.11,819.8499999999999,819.8499999999999,380.58299999999997,319.31,837.11
181,15100,"SPLIT GRFT,TRUNK,ARM,LEG <100SQCM",15100,2336.0,2102.4,2102.4,2219.2,2219.2,2219.2,2219.2,2172.48,1401.6,864.3199999999999,2008.96,2265.92,2219.2,2219.2,1030.1760000000002,864.3199999999999,2265.92
182,15101,"SPLIT GRFT,TRUNK,ARM,LEG EA 100SQCM",15101,424.0,381.6,381.6,402.79999999999995,402.79999999999995,402.79999999999995,402.79999999999995,394.32,254.39999999999998,156.88,364.64,411.28,402.79999999999995,402.79999999999995,186.98399999999998,156.88,411.28
183,15120,"SPLIT GRFT,HEAD,FAC,HAND,FEET <100CM",15120,1835.0,1651.5,1651.5,1743.25,1743.25,1743.25,1743.25,1706.5500000000002,1101.0,678.95,1578.1,1779.95,1743.25,1743.25,809.235,678.95,1779.95
184,15135,DERM AUTOGRAFT FACE/NCK/HND/FT/GEN <100SQCM,15135,2376.0,2138.4,2138.4,2257.2,2257.2,2257.2,2257.2,2209.6800000000003,1425.6,879.12,2043.36,2304.72,2257.2,2257.2,1047.816,879.12,2304.72
185,15220,"FULL THICK GRFT SCALP,ARM,LEG <20SQC",15220,2103.0,1892.7,1892.7,1997.85,1997.85,1997.85,1997.85,1955.7900000000002,1261.8,778.11,1808.58,2039.9099999999999,1997.85,1997.85,927.423,778.11,2039.9099999999999
186,15221,"FULL THICK GRFT SCALP,ARM ADD 20 SQCM",15221,377.0,339.3,339.3,358.15,358.15,358.15,358.15,350.61,226.2,139.49,324.21999999999997,365.69,358.15,358.15,166.257,139.49,365.69
187,15240,"FULL THICK GRFT HEAD,FAC,HAND <20SQC",15240,2538.0,2284.2000000000003,2284.2000000000003,2411.1,2411.1,2411.1,2411.1,2360.34,1522.8,939.06,2182.68,2461.86,2411.1,2411.1,1119.258,939.06,2461.86
188,15241,"FULL THICK GRFT HEAD,FAC,HA ADD 20SQ",15241,506.0,455.40000000000003,455.40000000000003,480.7,480.7,480.7,480.7,470.58000000000004,303.59999999999997,187.22,435.15999999999997,490.82,480.7,480.7,223.146,187.22,490.82
189,15260,"FULL THICK GRFT NOS,EAR,LID <20SQCM",15260,2753.0,2477.7000000000003,2477.7000000000003,2615.35,2615.35,2615.35,2615.35,2560.29,1651.8,1018.61,2367.58,2670.41,2615.35,2615.35,1214.073,1018.61,2670.41
190,8191074,HIGH COST SKIN SUBSTITUTE APPL,15271,3431.0,3087.9,3087.9,3259.45,3259.45,3259.45,3259.45,3190.8300000000004,2058.6,1269.47,2950.66,3328.0699999999997,3259.45,3259.45,1513.0710000000001,1269.47,3328.0699999999997
191,15271,APP SKN SUB GRFT T/A/L AREA/<100SCM /<1ST 25 SCM,15271,377.0,339.3,339.3,358.15,358.15,358.15,358.15,350.61,226.2,139.49,324.21999999999997,365.69,358.15,358.15,166.257,139.49,365.69
192,HGS15272,HGS HIGH COST SKIN SUB APPL ADD-ON,15272,857.0,771.3000000000001,771.3000000000001,814.15,814.15,814.15,814.15,797.01,514.1999999999999,317.09,737.02,831.29,814.15,814.15,377.937,317.09,831.29
193,15272,APP SKN SUB GRFT T/A/L AREA/<100SCM EA ADL 25SCM,15272,68.0,61.2,61.2,64.6,64.6,64.6,64.6,63.24,40.8,25.16,58.48,65.96,64.6,64.6,29.988,25.16,65.96
194,HGS15273,HGS  HIGH COST SKIN SUB APPL ARM/LG CHILD,15273,3431.0,3087.9,3087.9,3259.45,3259.45,3259.45,3259.45,3190.8300000000004,2058.6,1269.47,2950.66,3328.0699999999997,3259.45,3259.45,1513.0710000000001,1269.47,3328.0699999999997
195,HGS15274,HGS HIGH COST SKIN SUB APPL ARM/LG CHILD ADD,15274,857.0,771.3000000000001,771.3000000000001,814.15,814.15,814.15,814.15,797.01,514.1999999999999,317.09,737.02,831.29,814.15,814.15,377.937,317.09,831.29
196,8191181,HIGH COST SKIN SUB APPL FACE/NK/HF/GEN,15275,3431.0,3087.9,3087.9,3259.45,3259.45,3259.45,3259.45,3190.8300000000004,2058.6,1269.47,2950.66,3328.0699999999997,3259.45,3259.45,1513.0710000000001,1269.47,3328.0699999999997
197,HGS15276,HGS HIGH COST SKIN SUB APPL FACE/NK/HF/GEN ADDL,15276,857.0,771.3000000000001,771.3000000000001,814.15,814.15,814.15,814.15,797.01,514.1999999999999,317.09,737.02,831.29,814.15,814.15,377.937,317.09,831.29
198,HGS15277,HGS  HIGH COST SKIN SUB APPL FACE/NK/HF/GEN CHILD,15277,3431.0,3087.9,3087.9,3259.45,3259.45,3259.45,3259.45,3190.8300000000004,2058.6,1269.47,2950.66,3328.0699999999997,3259.45,3259.45,1513.0710000000001,1269.47,3328.0699999999997
199,HGS15278,HGS HIGH COST SKIN SUB APPL FACE/NK/HF/GEN CHILD ADD,15278,857.0,771.3000000000001,771.3000000000001,814.15,814.15,814.15,814.15,797.01,514.1999999999999,317.09,737.02,831.29,814.15,814.15,377.937,317.09,831.29
200,15732,"MUSCLE-SKIN FLAP,HEAD/NECK",15732,3518.0,3166.2000000000003,3166.2000000000003,3342.1,3342.1,3342.1,3342.1,3271.7400000000002,2110.7999999999997,1301.66,3025.48,3412.46,3342.1,3342.1,1551.438,1301.66,3412.46
201,15830,"EXCISE EXCESS SKIN TISSUE,ABDOMEN",15830,3163.0,2846.7000000000003,2846.7000000000003,3004.85,3004.85,3004.85,3004.85,2941.59,1897.8,1170.31,2720.18,3068.11,3004.85,3004.85,1394.883,1170.31,3068.11
202,15839,"EXCISE EXCESS SKIN TISSUE,OTHER",15839,2367.0,2130.3,2130.3,2248.65,2248.65,2248.65,2248.65,2201.31,1420.2,875.79,2035.62,2295.99,2248.65,2248.65,1043.847,875.79,2295.99
203,15852,"DRESSING CHANGE,NOT FOR BURN",15852,124.0,111.60000000000001,111.60000000000001,117.8,117.8,117.8,117.8,115.32000000000001,74.39999999999999,45.88,106.64,120.28,117.8,117.8,54.684,45.88,120.28
204,16000,INITIAL RX BURN(S) 1ST DEGREE,16000,186.0,167.4,167.4,176.7,176.7,176.7,176.7,172.98000000000002,111.6,68.82,159.96,180.42,176.7,176.7,82.026,68.82,180.42
205,16000,INITIAL RX BURN(S) 1ST DEGREE,16000,224.0,201.6,201.6,212.79999999999998,212.79999999999998,212.79999999999998,212.79999999999998,208.32000000000002,134.4,82.88,192.64,217.28,212.79999999999998,212.79999999999998,98.784,82.88,217.28
206,3750767,INITIAL TREATMENT BURN,16000,173.0,155.70000000000002,155.70000000000002,164.35,164.35,164.35,164.35,160.89000000000001,103.8,64.01,148.78,167.81,164.35,164.35,76.293,64.01,167.81
207,3781507,1ST DEG BURN LOCAL TRX ONLY (NON-MD,16000,539.0,485.1,485.1,512.05,512.05,512.05,512.05,501.27000000000004,323.4,199.43,463.54,522.83,512.05,512.05,237.699,199.43,522.83
208,16020,DRESS/DEBRID SMALL BURN NO ANES,16020,248.0,223.20000000000002,223.20000000000002,235.6,235.6,235.6,235.6,230.64000000000001,148.79999999999998,91.76,213.28,240.56,235.6,235.6,109.368,91.76,240.56
209,8190704,DRESSING/DEBRIDEMENT W/O ANES SM,16020,472.0,424.8,424.8,448.4,448.4,448.4,448.4,438.96000000000004,283.2,174.64,405.92,457.84,448.4,448.4,208.152,174.64,457.84
210,3750775,TREATMENT BURN SMALL W/ANES,16020,307.0,276.3,276.3,291.65,291.65,291.65,291.65,285.51,184.2,113.59,264.02,297.78999999999996,291.65,291.65,135.387,113.59,297.78999999999996
211,3750775,TREATMENT BURN SMALL W/ANES,16020,318.0,286.2,286.2,302.09999999999997,302.09999999999997,302.09999999999997,302.09999999999997,295.74,190.79999999999998,117.66,273.48,308.46,302.09999999999997,302.09999999999997,140.238,117.66,308.46
212,3781515,PART THICK BRN DRSG<5% TBSA (NON-MD,16020,207.0,186.3,186.3,196.64999999999998,196.64999999999998,196.64999999999998,196.64999999999998,192.51000000000002,124.19999999999999,76.59,178.02,200.79,196.64999999999998,196.64999999999998,91.287,76.59,200.79
213,16025,DRESS/DEBRID MED BURN NO ANESTH,16025,631.0,567.9,567.9,599.4499999999999,599.4499999999999,599.4499999999999,599.4499999999999,586.83,378.59999999999997,233.47,542.66,612.0699999999999,599.4499999999999,599.4499999999999,278.271,233.47,612.0699999999999
214,3750791,TREATMENT BURN MED W/O ANES,16025,243.0,218.70000000000002,218.70000000000002,230.85,230.85,230.85,230.85,225.99,145.79999999999998,89.91,208.98,235.70999999999998,230.85,230.85,107.16300000000001,89.91,235.70999999999998
215,16030,DRESS/DEBRID LARGE BURN NO ANESTH,16030,572.0,514.8000000000001,514.8000000000001,543.4,543.4,543.4,543.4,531.96,343.2,211.64,491.92,554.84,543.4,543.4,252.25199999999998,211.64,554.84
216,8190720,DRESSING/DEBRIDEMENT W/O ANES LRG,16030,287.0,258.3,258.3,272.65,272.65,272.65,272.65,266.91,172.2,106.19,246.82,278.39,272.65,272.65,126.567,106.19,278.39
217,3750809,TREATMENT BURN LRG W/O ANES,16030,300.0,270.0,270.0,285.0,285.0,285.0,285.0,279.0,180.0,111.0,258.0,291.0,285.0,285.0,132.3,111.0,291.0
218,17110,"DESTRUC FLAT WARTS, UP TO 14 LESIONS",17110,343.0,308.7,308.7,325.84999999999997,325.84999999999997,325.84999999999997,325.84999999999997,318.99,205.79999999999998,126.91,294.98,332.71,325.84999999999997,325.84999999999997,151.263,126.91,332.71
